record_date,power_consumption,dow,doy,day,month,year,season,1_m_mean,2_m_mean,1_m_std,2_m_std
2016-08-21,4417455.0,6,234,21,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-22,4864434.0,0,235,22,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-23,4806819.0,1,236,23,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-24,4792520.0,2,237,24,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-25,4828623.0,3,238,25,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-26,4662827.0,4,239,26,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-27,4296735.0,5,240,27,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-28,4139782.0,6,241,28,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-29,4360483.0,0,242,29,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-30,4272193.0,1,243,30,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-08-31,4317117.0,2,244,31,8,2016,3,4458408.48387,4146223.3,276925.542329,290079.707293
2016-09-01,4570506.0,3,245,1,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-02,4608467.0,4,246,2,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-03,4578734.0,5,247,3,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-04,4665000.0,6,248,4,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-05,4704315.0,0,249,5,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-06,4555056.0,1,250,6,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-07,4335441.0,2,251,7,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-08,4681026.0,3,252,8,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-09,4678439.0,4,253,9,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-10,4752180.0,5,254,10,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-11,4744698.0,6,255,11,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-12,4779274.0,0,256,12,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-13,4700973.0,1,257,13,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-14,4396232.0,2,258,14,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-15,4728094.0,3,259,15,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-16,4856600.0,4,260,16,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-17,4368467.0,5,261,17,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-18,4787144.0,6,262,18,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-19,5053724.0,0,263,19,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-20,4688296.0,1,264,20,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-21,4417455.0,2,265,21,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-22,4864434.0,3,266,22,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-23,4806819.0,4,267,23,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-24,4792520.0,5,268,24,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-25,4828623.0,6,269,25,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-26,4662827.0,0,270,26,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-27,4296735.0,1,271,27,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-28,4139782.0,2,272,28,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-29,4360483.0,3,273,29,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
2016-09-30,4272193.0,4,274,30,9,2016,3,4612634.0,4458408.48387,215769.810349,276925.542329
